"id"|"position"|"title"|"date"|"category"|"social_id"|"html_description"|"html_short_description"|"html_link"|"visible"|"created_at"|"updated_at"
"28"|"21"|"A Gavassa i canti di Venga il tuo regno"|"2016-09-11"|"EVENTS"|NULL|"<p>Dopo la prima esecuzione del 20 maggio 2016 - occasione in cui è stato registrato il cd - il concerto ""Venga il tuo regno"" (viaggio in musica e parole tra fede, speranza e carità) è stato replicato l'11 settembre dello stesso anno nella chiesa di San Floriano di Gavassa, all'interno della sagra parrocchiale.</p><p><br></p><p><a href=""https://youtu.be/wzJPNLfi7JE"" target=""_blank"">https://youtu.be/wzJPNLfi7JE</a></p>"|"<p>Nella parrocchia di San Floriano, per la sagra di Gavassa, il viaggio in musica e parole tra fede, speranza e carità</p>"|NULL|"1"|"2019-12-21 17:20:29"|"2019-12-21 17:20:29"
"29"|"22"|"Parole e canti nella cripta del Duomo"|"2019-05-02"|"EVENTS"|"1"|"<p class=""ql-align-justify"">La prima presentazione del libro “Di luci e di ombre. Dialoghi sulla vita quotidiana” è avvenuta la sera di giovedì 2 maggio 2019 nella cripta della Cattedrale reggiana. In un clima familiare e di raccoglimento, le riflessioni a partire dal testo sono state proposte dagli sposi Anna e Matteo Orlandini e successivamente dagli autori, Edoardo Tincani e Massimo Camisasca, davanti a un uditorio numeroso. Agli interventi si sono alternati cinque brani proposti dalle classi di canto dell’IDML (Istituto Diocesano di Musica e Liturgia) “Don Luigi Guglielmi” di Reggio Emilia, dirette da Sara Fornaciari, con l’accompagnamento musicale di tre insegnanti dello stesso Istituto: Benedetta Polimeni al flauto, di Silvia Sciolla al violoncello e di Nadia Torreggiani al pianoforte. I canti presentati: ""Se il chicco di grano"" (testo e musica Primo Iotti), ""Madre nostra"" (testo e musica Edoardo Tincani, da ""Venga il tuo regno""), ""Dio Padre e Madre"" (testo di Paolo Iotti, musica di Giovanni Mareggini), ""Chi sei Signore"" (testo di Gilda Rapaggi adattato da Daniele Gianotti, musica di Giovanni Mareggini) e ""Canto di beatitudine"" (testo di Alberto Melloni e Carlo Menozzi, musica di Luigi Guglielmi, armonizzazione di Giovanni Mareggini e Francesco Lombardi)</p><p><br></p>"|"<p>Nel dopocena del 2 maggio 2019 il libro ""Di luci e di ombre"" è stato presentato nella cripta della Cattedrale di Reggio Emilia</p>"|"<p><br></p>"|"1"|"2019-12-21 17:33:44"|"2020-03-04 13:37:20"
"30"|"23"|"Vexilla Regis prodeunt"|"2019-09-22"|"EVENTS"|NULL|"<p>La sala conferenze del Museo diocesano di Reggio Emilia ha ospitato domenica 22 settembre 2019 il convegno in ricordo dei sacerdoti uccisi nel periodo 1943-1946. Due i relatori: lo storico Giuseppe Giovanelli, condirettore del Centro Diocesano Studi Storici, e don Carlo Pagliari, docente di Sacra Scrittura. Il vescovo Massimo Camisasca ha concluso l'incontro, prima di presiedere la santa Messa in Cattedrale.</p>"|"<p>A Reggio Emilia, domenica 22 settembre 2019, si è svolto il convegno diocesano in ricordo dei sacerdoti uccisi (1943-1946) </p>"|NULL|"1"|"2019-12-21 17:52:45"|"2019-12-21 17:52:45"
"31"|"24"|"Essere santi tra Eucarestia e web"|"2019-10-19"|"EVENTS"|"3"|"<p>Genitori, sacerdoti, suore e anche ragazzi del catechismo all'incontro con Antonia Salzano, il 19 ottobre 2019 pomeriggio, riuniti nella parrocchia di San Pietro, a Reggio Emilia, per conoscere la storia del venerabile Carlo Acutis, ragazzo nato al cielo nel 2006 a solo quindici anni. Ne ha parlato la madre, Antonia Salzano. Carlo è stato (ed è) un testimone capace di ""trascinare"" con la sua vita e con il suo amore per la Madre di Dio un numero incommensurabile di persone davanti al Tabernacolo e alla presenza reale di Cristo nell'Eucarestia. Il tutto attraverso un uso intelligente e realmente ""sociale"" della tecnologia informatica: sarà il santo patrono di internet?</p>"|"<p>A Reggio Emilia la storia del venerabile Carlo Acutis raccontata dalla madre</p>"|"<p><a href=""https://www.instagram.com/p/B32IhSbojtj/"" target=""_blank"">Santità a 15 anni? La parabola di Carlo </a></p>"|"1"|"2019-12-21 17:55:30"|"2020-02-02 14:28:47"
"32"|"25"|"Incontro a Palazzo da Mosto"|"2019-10-23"|"EVENTS"|"2"|"<p>Nella rinascimentale cornice di Palazzo da Mosto, a Reggio Emilia, la sera di mercoledì 23 ottobre 2019 ha avuto luogo una conversazione ""domestica"" con gli autori del libro ""Di luci e di ombre. Dialoghi sulla vita quotidiana"", Massimo Camisasca e Edoardo Tincani, condotta dal direttore della Gazzetta di Reggio Stefano Scansani dopo l'introduzione di Mariagrazia Ferro da parte dell'editore Aliberti.</p>"|"<p>L'intervista di Stefano Scansani su ""Di luci e di ombre""</p>"|"<p><a href=""https://www.facebook.com/photo.php?fbid=145852486777643&amp;set=a.145852480110977&amp;type=3&amp;theater"" target=""_blank"">Di luci, di ombre e di libri... intervistati da Stefano Scansani</a></p>"|"1"|"2019-12-21 18:00:16"|"2020-01-02 17:13:54"
"33"|"26"|"La forza di Rita"|"2019-11-08"|"EVENTS"|NULL|"<p>La sera di venerdì 8 novembre 2019 nel teatro parrocchiale di San Pietro, a Reggio Emilia, l'intervista all'amica scrittrice Rita Coruzzi per la presentazione del suo libro ""Madonna della Ghiara, la regina della mia città"" (Edizioni San Lorenzo), è stata l'occasione per ascoltare una testimonianza di fede: quella di una donna coraggiosa che invita a non arrendersi di fronte alle difficoltà della fida e ad affidarsi alla Madre di tutti. Grazie agli amici del Centro culturale ""Blaise Pascal"" per l'organizzazione dell'incontro.</p>"|"<p>Un invito alla preghiera nel libro dedicato alla Madonna della Ghiara</p>"|NULL|"1"|"2019-12-21 18:05:03"|"2019-12-21 18:05:03"
"34"|"27"|"Visita pastorale del vescovo Massimo"|"2019-11-17"|"EVENTS"|"2"|"<p class=""ql-align-justify"">Dal 15 al 17 novembre 2019 la visita pastorale del vescovo Massimo ha raggiunto quattro comunità parrocchiali di Reggio Emilia: Immacolata Concezione della Beata Vergine Maria, San Giuseppe, San Pellegrino e Gesù Buon Pastore. Proprio in quest'ultima chiesa, dove sono nato alla fede cristiana sotto la guida di don Emilio Perin e del compianto don Mario Gianferrari, ho ricevuto l'incarico, dai parroci don Giuseppe Dossetti e don Corrado Botti, di coordinare l'assemblea pastorale e di dare il benvenuto a monsignor Camisasca. Nelle tre giornate si sono succeduti diversi incontri, per tutte le età della vita: un'occasione per allargare gli orizzonti della Chiesa al di là del proprio campanile.</p><p><br></p>"|"<p>Tre giorni di incontri dal 15 al 17 novembre 2019</p>"|"<p><a href=""https://www.facebook.com/photo.php?fbid=155810015781890&amp;set=a.141856960510529&amp;type=3&amp;theater"" target=""_blank"">Dal 15 al 17 novembre 2019 gli incontri con monsignor Camisasca</a></p>"|"1"|"2019-12-21 18:07:15"|"2019-12-24 14:43:24"
"35"|"28"|"Presepi dei Santi e dei Santuari"|"2019-11-20"|"EVENTS"|"3"|"<p>Battistero di Reggio Emilia: la mattina di mercoledì 20 novembre 2019 si è tenuta la conferenza stampa di presentazione della mostra ""I Presepi dei Santi e dei Santuari. Contemporaneità di Cristo e unità di popolo"", organizzata dalla Diocesi di Reggio Emilia-Guastalla e dall'associazione Presenza con il patrocinio del Comune di Reggio Emilia. Dopo l'inaugurazione di domenica 24 novembre 2019 il percorso espositivo si potrà visitare fino al 6 gennaio 2020, tutti i giorni - escluso il lunedì - dalle 9 alle 13 e dalle 15 alle 19. A pensarci, l'avventura della santità inizia proprio nel presepe, luogo umile e accessibile a tutti, dove Dio si fa vicino all'uomo di ogni tempo. In Battistero cose antiche e cose nuove si mescolano per il giovamento dello spirito.</p>"|"<p>Mostra in Battistero a Reggio Emilia</p>"|"<p><a href=""https://www.instagram.com/p/B5F_2RuIhGs/"" target=""_blank"">Battistero di Reggio Emilia, 24 novembre 2019 - 6 gennaio 2020</a></p>"|"1"|"2019-12-21 18:10:58"|"2020-01-06 12:39:55"
"36"|"29"|"Natale: Parola, prima che immagini"|"2019-12-23"|"EDOTORIALE"|"1"|"<p class=""ql-align-justify"">Quanta vita se ne va per fissare la vita che scorre… sui nostri <em>smartphone </em>e nei <em>computer</em>, dove centinaia di immagini e di cartoline digitali ci danno a poco prezzo l’illusione di avere più amici che in passato. Magazzini esagerati di <em>pixel</em> da riguardare, controllare, cancellare, salvare, condividere. Vorrei tanto vivere il vero Natale, l’originale, quando non c’erano i telefoni portatili e le voci correvano di bocca in bocca ed erano i cieli a narrare la gloria di Dio e la notte portava il messaggio al giorno, come la liturgia continua a ricordarci. La lingua della Chiesa, per fortuna, è sempre la stessa; siamo noi che stiamo meno in ascolto, perché assegniamo un posto troppo importante al vedere &amp; rivedere, e poco al Verbo fatto carne. Certo che tornare indietro con la macchina del tempo non esiste, ma si può fare uno sforzo per ricreare, anche solo per un giorno o per qualche ora, le condizioni dell’Evento sorgivo della storia umana. Ad esempio concedere una pausa ai nostri occhi, che al mattino si aprono già saturi di video, chat, spot, mail da scorrere in fretta, tutto in “ricerca automatica”. Perché la ricerca di Gesù che nasce è tutt’altro che automatica, così come tutt’altro che confortevole è provare a seguirlo nelle tappe successive all’Incarnazione. Se della nascita che ha deciso la numerazione del tempo sulla terra, mentre andiamo tutti incontro al 2020 dopo Cristo, non abbiamo ricevuto nemmeno una fotografia, un senso dev’esserci. Un senso, intendo, più profondo della semplice giustificazione progressista e tecnologica, che oggi dà all’uomo tanta sicurezza. Per me il senso è che il Natale cristiano è la festa della Parola, da accogliere e ascoltare. E contemplare, anche, nelle rappresentazioni che il presepe continua a darcene. Auguri a tutti.</p><p class=""ql-align-justify""><br></p>"|"<p>Vorrei tanto vivere il vero Natale, l’originale, quando non c’erano i telefoni portatili...</p>"|"<p><br></p>"|"1"|"2019-12-24 15:07:23"|"2020-01-10 05:44:07"
"37"|"17"|"In dialogo con monsignor Camisasca"|"2020-01-02"|"NEWS"|"5"|"<p>Disponibile su YouTube <a href=""https://www.youtube.com/watch?v=uMLkYSHiMt8"" target=""_blank"">https://www.youtube.com/watch?v=uMLkYSHiMt8</a> la registrazione dell'incontro del 23 ottobre 2019, con l'intervista del direttore de ""La Gazzetta di Reggio"" agli autori del libro ""Di luci e di ombre"", Massimo Camisasca e Edoardo Tincani</p>"|"<p>L'intervista di Stefano Scansani a Palazzo da Mosto</p>"|"<p><a href=""https://www.youtube.com/watch?v=uMLkYSHiMt8"" target=""_blank"">Disponibile la registrazione dell'incontro su ""Di luci e di ombre"" a Palazzo da Mosto</a></p>"|"1"|"2020-01-02 17:17:22"|"2020-01-21 13:13:29"
"38"|"18"|"Prove musicali in corso"|"2020-01-14"|"NEWS"|"3"|"<p>Sono iniziate, tra Reggio e Bologna, le prove per il concerto ""Due voci un canto"", che si terrà a Reggio Emilia, nel teatro della parrocchia di Sant'Agostino (via Reverberi 3), venerdì 21 febbraio alle ore 21. Giovani musicisti contribuiscono a dare un'elegante veste sonora ad alcuni canti del vasto repertorio di Daniele Semprini e a nuovi testi scritti da Edoardo Tincani insieme ad amici musicisti. </p>"|"<p>In preparazione al concerto del 21 febbraio 2020</p>"|"<p><a href=""https://www.instagram.com/p/B7O0auNof7F/"" target=""_blank"">Verso il concerto ""Due voci un canto"" del 21 febbraio 2020 a Reggio Emilia</a></p>"|"1"|"2020-01-14 17:34:15"|"2020-02-02 15:00:19"
"39"|"32"|"Necessariamente figli"|"2020-01-19"|"EDOTORIALE"|"1"|"<p class=""ql-align-justify""><br></p><p class=""ql-align-justify"">“Possiamo solo diventare consapevoli di essere in vita una volta che già l’abbiamo ricevuta, prima di ogni nostra intenzione e decisione. Vivere significa necessariamente essere figli, accolti e curati, anche se talvolta in modo inadeguato”, ha scritto Papa Francesco nella sua Lettera per il XXV anniversario della istituzione della Pontificia Accademia per la Vita (<em>Humana communitas</em>, 6 gennaio 2019, 9). Mentre si avvicina la 42ª Giornata nazionale per la Vita (2 febbraio 2020), alla cultura dell’autodeterminazione, con il suo delirio da onnipotenza tecnologica, è bene ricordare l’<em>indisponibilità </em>della vita umana. Celebrando questa ricorrenza la Chiesa ci chiede di scegliere la vita con più forza e responsabilità, e di continuare a desiderarla per i nostri cari. La vita è un bene indisponibile: questo è sempre un dato non scontato, soprattutto per un genitore. Non si può disporre dei figli: non basta metterli al mondo, anche se l’aborto continua la sua strage silenziosa tra i “non desiderati”. Bisogna amarli senza riserve e senza calcoli, senza condizioni e senza interessi. È una scelta esigente, ma che ridona il centuplo. “Indisponibile” vuole anche dire non programmare la vita dei figli in base ai nostri progetti. E non mettere a repentaglio la loro serenità, a volte la loro stessa incolumità fisica, per un nostro fallimento o un nostro azzardo.</p><p class=""ql-align-justify"">Possiamo attentare alla vita, e calpestarne l’indisponibilità, in tanti modi: cedendo alla tentazione di sopprimere un bambino non desiderato con l’aborto, guardando con cinica indifferenza i fratelli migranti resi schiavi dai trafficanti di uomini, accettando come inevitabile la morte per denutrizione, non rispettando le condizioni di sicurezza che causano incidenti sulla strada o sul lavoro. Sono attentati alla vita l’eutanasia, il bullismo, il terrorismo e la guerra. Siamo continuamente affidati gli uni agli altri.</p><p><br></p>"|"<p>La vita è un bene indisponibile</p>"|"<p><br></p>"|"1"|"2020-01-19 19:12:54"|"2020-02-06 12:38:41"
"40"|"19"|"Montecchio: evangelizzazione e media"|"2020-02-02"|"NEWS"|"2"|"<p>Mercoledì 12 febbraio 2020 sono stato invitato nell’Oratorio di Montecchio (Reggio Emilia) alle ore 21 per iniziativa della Scuola di Formazione Teologica Val d’Enza, nell’ambito del corso annuale dedicato al tema dell’Evangelizzazione. Ci si domanderà come la Chiesa ha annunciato nei primi tempi della sua esistenza, partendo dagli Atti degli apostoli, per cercare di cogliere alcune linee guida valide allora come oggi. In particolare, commenterò i passi in cui Filippo battezza un ministro etiope e Paolo tiene il famoso discorso all'Areopago di Atene. Come attualizzazione sul tema dell'Evangelizzazione, non mancherà un cenno ai nuovi linguaggi e ai moderni areopaghi dei media e dei social, che da un lato moltiplicano le opportunità di contatto, dall’altro fanno crescere chiusure e incomprensioni.</p>"|"<p>Mercoledì 12 febbraio 2020 alle 21 per la Scuola di Formazione Teologica Val d’Enza</p>"|"<p><a href=""http://edoardotincani.it/news/40/a-montecchio-evangelizzazione-e-media?fbclid=IwAR0zwe8m94CG8Q5TBKAOwi4D7XoAo0_FBeZ8st8Xfo_DHOdn4dGJ7T1VNqM"" target=""_blank"">L'incontro promosso il 12 febbraio 2020 dalla Scuola Teologica della Val d'Enza</a></p>"|"1"|"2020-02-02 14:25:48"|"2020-07-28 07:18:55"
